name,iso_country,municipality,icao_code,iata_code
Dease Lake Airport,CA,Dease Lake,CYDL,YDL
Dauphin Barker Airport,CA,Dauphin,CYDN,YDN
Nain Airport,CA,Nain,CYDP,YDP
Edmonton International Airport,CA,Edmonton,CYEG,YEG
Arviat Airport,CA,Arviat,CYEK,YEK
Fort Severn Airport,CA,Fort Severn,CYER,YER
Inuvik Mike Zubko Airport,CA,Inuvik,CYEV,YEV
Fort Albany Airport,CA,Fort Albany,CYFA,YFA
Iqaluit Airport,CA,Iqaluit,CYFB,YFB
Fredericton Airport,CA,Fredericton,CYFC,YFC
Fort Hope Airport,CA,Fort Hope,CYFH,YFH
Flin Flon Airport,CA,Flin Flon,CYFO,YFO
Fort Simpson Airport,CA,Fort Simpson,CYFS,YFS
Makkovik Airport,CA,Makkovik,CYFT,YMN
Fort Good Hope Airport,CA,Fort Good Hope,CYGH,YGH
La Grande Rivière Airport,CA,La Grande Rivière,CYGL,YGL
Gods Lake Narrows Airport,CA,Gods Lake Narrows,CYGO,YGO
Michel-Pouliot Gaspé Airport,CA,Gaspé,CYGP,YGP
Îles-de-la-Madeleine Airport,CA,Les Îles-de-la-Madeleine,CYGR,YGR
Igloolik Airport,CA,Igloolik,CYGT,YGT
Havre-Saint-Pierre Airport,CA,Havre-Saint-Pierre,CYGV,YGV
Kuujjuarapik Airport,CA,Kuujjuarapik,CYGW,YGW
Gillam Airport,CA,Gillam,CYGX,YGX
Grise Fiord Airport,CA,Grise Fiord,CYGZ,YGZ
Quaqtaq Airport,CA,Quaqtaq,CYHA,YQC
Nemiscau Airport,CA,Nemiscau,CYHH,YNS
Ulukhaktok Holman Airport,CA,Ulukhaktok,CYHI,YHI
Gjoa Haven Airport,CA,Gjoa Haven,CYHK,YHK
John C. Munro Hamilton International Airport,CA,Hamilton,CYHM,YHM
Hopedale Airport,CA,Hopedale,CYHO,YHO
Poplar Hill Airport,CA,Poplar Hill,CYHP,YHP
Chevery Airport,CA,Chevery,CYHR,YHR
Montréal / Saint-Hubert Metropolitan Airport,CA,Montréal,CYHU,YHU
Hay River / Merlyn Carter Airport,CA,Hay River,CYHY,YHY
Halifax / Stanfield International Airport,CA,Halifax,CYHZ,YHZ
St Augustin Airport,CA,St-Augustin,CYIF,YIF
Ivujivik Airport,CA,Ivujivik,CYIK,YIK
Pond Inlet Airport,CA,Pond Inlet,CYIO,YIO
Island Lake Airport,CA,Island Lake,CYIV,YIV
Kamloops John Moose Fulton Field Regional Airport,CA,Kamloops,CYKA,YKA
Aklavik/Freddie Carmichael Airport,CA,Aklavik,CYKD,LAK
Region of Waterloo International Airport,CA,Breslau,CYKF,YKF
Kangiqsujuaq (Wakeham Bay) Airport,CA,Kangiqsujuaq,CYKG,YWB
Schefferville Airport,CA,Schefferville,CYKL,YKL
Akulivik Airport,CA,Akulivik,CYKO,AKV
Ogoki Post Airport,CA,Ogoki Post,CYKP,YOG
Waskaganish Airport,CA,Waskaganish,CYKQ,YKQ
Aupaluk Airport,CA,Aupaluk,CYLA,YPJ
Kimmirut Airport,CA,Kimmirut,CYLC,YLC
Lansdowne House Airport,CA,Lansdowne House,CYLH,YLH
Lutselk'e Airport,CA,Lutselk'e,CYLK,YSG
Lloydminster Airport,CA,Lloydminster,CYLL,YLL
Barrie-Lake Simcoe Regional Airport,CA,Barrie,CYLS,YLK
Kangiqsualujjuaq (Georges River) Airport,CA,Kangiqsualujjuaq,CYLU,XGR
Kelowna International Airport,CA,Kelowna,CYLW,YLW
Mary's Harbour Airport,CA,Mary's Harbour,CYMH,YMH
Fort McMurray Airport,CA,Fort McMurray,CYMM,YMM
Moosonee Airport,CA,Moosonee,CYMO,YMO
Chapais Airport,CA,Chibougamau,CYMT,YMT
Umiujaq Airport,CA,Umiujaq,CYMU,YUD
Natashquan Airport,CA,Natashquan,CYNA,YNA
Wemindji Airport,CA,Wemindji,CYNC,YNC
Ottawa / Gatineau Airport,CA,Gatineau,CYND,YND
Norway House Airport,CA,Norway House,CYNE,YNE
Points North Landing Airport,CA,Points North Landing,CYNL,YNL
Old Crow Airport,CA,Old Crow,CYOC,YOC
Oxford House Airport,CA,Oxford House,CYOH,YOH
High Level Airport,CA,High Level,CYOJ,YOJ
Ottawa Macdonald-Cartier International Airport,CA,Ottawa,CYOW,YOW
Prince Albert Glass Field,CA,Prince Albert,CYPA,YPA
Paulatuk (Nora Aliqatchialuk Ruben) Airport,CA,Paulatuk,CYPC,YPC
Peace River Airport,CA,Peace River,CYPE,YPE
Inukjuak Airport,CA,Inukjuak,CYPH,YPH
Pickle Lake Airport,CA,Pickle Lake,CYPL,YPL
Pikangikum Airport,CA,Pikangikum,CYPM,YPM
Port-Menier Airport,CA,Port-Menier,CYPN,YPN
Peawanuck Airport,CA,Peawanuck,CYPO,YPO
Prince Rupert Airport,CA,Prince Rupert,CYPR,YPR
Powell River Airport,CA,Powell River,CYPW,YPW
Puvirnituq Airport,CA,Puvirnituq,CYPX,YPX
Fort Chipewyan Airport,CA,Fort Chipewyan,CYPY,YPY
Burns Lake Airport,CA,Burns Lake,CYPZ,YPZ
Muskoka Airport,CA,Gravenhurst,CYQA,YQA
Quebec Jean Lesage International Airport,CA,Quebec,CYQB,YQB
The Pas Airport,CA,The Pas,CYQD,YQD
Windsor Airport,CA,Windsor,CYQG,YQG
Watson Lake Airport,CA,Watson Lake,CYQH,YQH
Kenora Airport,CA,Kenora,CYQK,YQK
Lethbridge County Airport,CA,Lethbridge,CYQL,YQL
Greater Moncton Roméo LeBlanc International Airport,CA,Moncton,CYQM,YQM
Nakina Airport,CA,Nakina,CYQN,YQN
Comox Valley Airport / CFB Comox,CA,Comox,CYQQ,YQQ
Regina International Airport,CA,Regina,CYQR,YQR
Thunder Bay Airport,CA,Thunder Bay,CYQT,YQT
Grande Prairie Airport,CA,Grande Prairie,CYQU,YQU
Gander International Airport / CFB Gander,CA,Gander,CYQX,YQX
Sydney / J.A. Douglas McCurdy Airport,CA,Sydney,CYQY,YQY
Quesnel Airport,CA,Quesnel,CYQZ,YQZ
Rae Lakes Airport,CA,Gamètì,CYRA,YRA
Resolute Bay Airport,CA,Resolute Bay,CYRB,YRB
Roberval Airport,CA,Roberval,CYRJ,YRJ
Red Lake Airport,CA,Red Lake,CYRL,YRL
Red Sucker Lake Airport,CA,Red Sucker Lake,CYRS,YRS
Rankin Inlet Airport,CA,Rankin Inlet,CYRT,YRT
Sudbury Airport,CA,Sudbury,CYSB,YSB
Stony Rapids Airport,CA,Stony Rapids,CYSF,YSF
Saint John Airport,CA,Saint John,CYSJ,YSJ
Sanikiluaq Airport,CA,Sanikiluaq,CYSK,YSK
Fort Smith Airport,CA,Fort Smith,CYSM,YSM
Niagara District Airport,CA,Niagara-on-the-Lake,CYSN,YCM
St. Theresa Point Airport,CA,St. Theresa Point,CYST,YST
Sachs Harbour (David Nasogaluak Jr. Saaryuaq) Airport,CA,Sachs Harbour,CYSY,YSY
Cape Dorset Airport,CA,Kinngait,CYTE,YTE
Thompson Airport,CA,Thompson,CYTH,YTH
Big Trout Lake Airport,CA,Big Trout Lake,CYTL,YTL
Tasiujaq Airport,CA,Tasiujaq,CYTQ,YTQ
Timmins/Victor M. Power,CA,Timmins,CYTS,YTS
Billy Bishop Toronto City Centre Airport,CA,Toronto,CYTZ,YTZ
Montreal / Pierre Elliott Trudeau International Airport,CA,Montréal,CYUL,YUL
Naujaat Airport,CA,Repulse Bay,CYUT,YUT
Hall Beach Airport,CA,Sanirajak,CYUX,YUX
Rouyn Noranda Airport,CA,Rouyn-Noranda,CYUY,YUY
Bonaventure Airport,CA,Bonaventure,CYVB,YVB
La Ronge Airport,CA,La Ronge,CYVC,YVC
Tommy Kochon Airport,CA,Colville Lake,CYVL,YCK
Qikiqtarjuaq Airport,CA,Qikiqtarjuaq,CYVM,YVM
Val-d'Or Airport,CA,Val-d'Or,CYVO,YVO
Kuujjuaq Airport,CA,Kuujjuaq,CYVP,YVP
Norman Wells Airport,CA,Norman Wells,CYVQ,YVQ
Vancouver International Airport,CA,Vancouver,CYVR,YVR
Wiarton Airport,CA,Wiarton,CYVV,YVV
Deer Lake Airport,CA,Deer Lake,CYVZ,YVZ
Wekweètì Airport,CA,Wekweètì,CYWE,YFJ
Winnipeg / James Armstrong Richardson International Airport,CA,Winnipeg,CYWG,YWG
Déline Airport,CA,Déline,CYWJ,YWJ
Wabush Airport,CA,Wabush,CYWK,YWK
Williams Lake Airport,CA,Williams Lake,CYWL,YWL
Webequie Airport,CA,Webequie,CYWP,YWP
Cranbrook/Canadian Rockies International Airport,CA,Cranbrook,CYXC,YXC
Saskatoon John G. Diefenbaker International Airport,CA,Saskatoon,CYXE,YXE
Medicine Hat Regional Airport,CA,Medicine Hat,CYXH,YXH
Fort St John / North Peace Regional Airport,CA,Fort Saint John,CYXJ,YXJ
Rimouski Airport,CA,Rimouski,CYXK,YXK
Sioux Lookout Airport,CA,Sioux Lookout,CYXL,YXL
Whale Cove Airport,CA,Whale Cove,CYXN,YXN
Pangnirtung Airport,CA,Pangnirtung,CYXP,YXP
Prince George Airport,CA,Prince George,CYXS,YXS
Northwest Regional Airport Terrace-Kitimat,CA,Terrace,CYXT,YXT
London Airport,CA,London,CYXU,YXU
Abbotsford International Airport,CA,Abbotsford,CYXX,YXX
Whitehorse / Erik Nielsen International Airport,CA,Whitehorse,CYXY,YXY
North Bay Jack Garland Airport,CA,North Bay,CYYB,YYB
Calgary International Airport,CA,Calgary,CYYC,YYC
Smithers Airport,CA,Smithers,CYYD,YYD
Fort Nelson Airport,CA,Fort Nelson,CYYE,YYE
Penticton Airport,CA,Penticton,CYYF,YYF
Charlottetown Airport,CA,Charlottetown,CYYG,YYG
Taloyoak Airport,CA,Taloyoak,CYYH,YYH
Victoria International Airport,CA,Victoria,CYYJ,YYJ
Lynn Lake Airport,CA,Lynn Lake,CYYL,YYL
Churchill Airport,CA,Churchill,CYYQ,YYQ
Goose Bay Airport,CA,Goose Bay,CYYR,YYR
St. John's International Airport,CA,St. John's,CYYT,YYT
Mont Joli Airport,CA,Mont-Joli,CYYY,YYY
Toronto Lester B. Pearson International Airport,CA,Toronto,CYYZ,YYZ
Yellowknife International Airport,CA,Yellowknife,CYZF,YZF
Salluit Airport,CA,Salluit,CYZG,YZG
Sandspit Airport,CA,Sandspit,CYZP,YZP
Coral Harbour Airport,CA,Coral Harbour,CYZS,YZS
Port Hardy Airport,CA,Port Hardy,CYZT,YZT
Whitecourt Airport,CA,Whitecourt,CYZU,YZU
Sept-Îles Airport,CA,Sept-Îles,CYZV,YZV
Ilford Airport,CA,Ilford,CZBD,ILF
Bathurst Airport,CA,South Tetagouche,CZBF,ZBF
Eastmain River Airport,CA,Eastmain River,CZEM,ZEM
Fond-du-Lac Airport,CA,Fond-du-Lac,CZFD,ZFD
Pukatawagan Airport,CA,Pukatawagan,CZFG,XPK
Fort Mcpherson Airport,CA,Fort Mcpherson,CZFM,ZFM
Tulita Airport,CA,Tulita,CZFN,ZFN
Gods River Airport,CA,Gods River,CZGI,ZGI
Kashechewan Airport,CA,Kashechewan,CZKE,ZKE
Muskrat Dam Airport,CA,Muskrat Dam,CZMD,MSA
Masset Airport,CA,Masset,CZMT,ZMT
Sachigo Lake Airport,CA,Sachigo Lake,CZPB,ZPB
Round Lake (Weagamow Lake) Airport,CA,Round Lake,CZRJ,ZRJ
Sandy Lake Airport,CA,Sandy Lake,CZSJ,ZSJ
South Indian Lake Airport,CA,South Indian Lake,CZSN,XSI
Bloodvein River Airport,CA,Bloodvein River,CZTA,YDV
Shamattawa Airport,CA,Shamattawa,CZTM,ZTM
Churchill Falls Airport,CA,Churchill Falls,CZUM,ZUM
Lac Brochet Airport,CA,Lac Brochet,CZWH,XLB
Wollaston Lake Airport,CA,Wollaston Lake,CZWL,ZWL
Cocos (Keeling) Islands Airport,CC,West Island,YPCC,CCK
Ndjili International Airport,CD,Kinshasa,FZAA,FIH
Inongo Airport,CD,Inongo,FZBA,INO
Bandundu Airport,CD,Bandundu,FZBO,FDU
Kikwit Airport,CD,Kikwit,FZCA,KKW
Mbandaka Airport,CD,Mbandaka,FZEA,MDK
Gbadolite Airport,CD,Gbadolite,FZFD,BDT
Gemena Airport,CD,Gemena,FZFK,GMA
Boende Airport,CD,Boende,FZGN,BNB
Bangoka International Airport,CD,Kisangani,FZIC,FKI
Matari Airport,CD,Isiro,FZJH,IRP
Bunia Airport,CD,Bunia,FZKA,BUX
Goma International Airport,CD,Goma,FZNA,GOM
Kindu Airport,CD,Kindu,FZOA,KND
Lubumbashi International Airport,CD,Lubumbashi,FZQA,FBM
Kolwezi Airport,CD,Kolwezi,FZQM,KWZ
Kalemie Airport,CD,Kalemie,FZRF,FMI
Kamina City Airport,CD,Kamina,FZSB,KMN
Kananga Airport,CD,Kananga,FZUA,KGA
Ilebo Airport,CD,Ilebo,FZVS,PFR
Mbuji Mayi Airport,CD,Mbuji Mayi,FZWA,MJM
Bangui M'Poko International Airport,CF,Bangui,FEFF,BGF
Maya-Maya Airport,CG,Brazzaville,FCBB,BZV
Antonio Agostinho-Neto International Airport,CG,Pointe Noire,FCPP,PNR
Geneva Cointrin International Airport,CH,Geneva,LSGG,GVA
Lugano Airport,CH,Agno,LSZA,LUG
Bern Airport,CH,Bern,LSZB,BRN
Zürich Airport,CH,Zurich,LSZH,ZRH
Sankt Gallen Altenrhein Airport,CH,St. Gallen,LSZR,ACH
Félix-Houphouët-Boigny International Airport,CI,Abidjan,DIAP,ABJ
Bouaké Airport,CI,Bouaké,DIBK,BYK
Korhogo Airport,CI,Korhogo,DIKO,HGO
Aitutaki Airport,CK,Aitutaki,NCAI,AIT
Enua Airport,CK,Atiu Island,NCAT,AIU
Manihiki Island Airport,CK,Manihiki Island,NCMH,MHX
Mauke Airport,CK,Mauke Island,NCMK,MUK
Mitiaro Island Airport,CK,Mitiaro Island,NCMR,MOI
Rarotonga International Airport,CK,Avarua,NCRG,RAR
Chacalluta Airport,CL,Arica,SCAR,ARI
Desierto de Atacama Airport,CL,Copiapo,SCAT,CPO
Balmaceda Airport,CL,Balmaceda,SCBA,BBA
El Loa Airport,CL,Calama,SCCF,CJC
President Carlos Ibañez del Campo International Airport,CL,Punta Arenas,SCCI,PUQ
Diego Aracena Airport,CL,Iquique,SCDA,IQQ
Comodoro Arturo Merino Benítez International Airport,CL,Santiago,SCEL,SCL
Ricardo García Posada Airport,CL,El Salvador,SCES,ESR
Andrés Sabella Gálvez International Airport,CL,Antofagasta,SCFA,ANF
Carriel Sur Airport,CL,Concepcion,SCIE,CCP
Mataveri Airport,CL,Isla De Pascua,SCIP,IPC
Cañal Bajo Carlos Hott Siebert Airport,CL,Osorno,SCJO,ZOS
Lieutenant Julio Gallardo Airport,CL,Puerto Natales,SCNT,PNT
Pucón Airport,CL,Pucon,SCPC,ZPC
Mocopulli Airport,CL,Dalcahue,SCPQ,MHC
La Araucanía Airport,CL,Temuco,SCQP,ZCO
La Florida Airport,CL,La Serena-Coquimbo,SCSE,LSC
El Tepual Airport,CL,Puerto Montt,SCTE,PMC
Pichoy Airport,CL,Valdivia,SCVD,ZAL
Douala International Airport,CM,Douala,FKKD,DLA
Salak Airport,CM,Maroua,FKKL,MVR
N'Gaoundéré Airport,CM,N'Gaoundéré,FKKN,NGE
Garoua International Airport,CM,Garoua,FKKR,GOU
Yaoundé Nsimalen International Airport,CM,Yaoundé,FKYS,NSI
Alxa Left Banner Bayanhot Airport,CN,Bayanhot,ZBAL,AXF
Bazhong Enyang Airport,CN,Bazhong (Enyang),ZUBZ,BZX
Shaoguan Danxia Airport,CN,Shaoguan,ZGSG,HSC
Jinggangshan Airport,CN,Ji'an,ZSGS,JGS
Rikaze Dingri Airport,CN,Xigazê (Dingri),ZUDR,DDR
Tashikuergan Hongqilafu Airport,CN,Tashikuergan,ZWTK,HQL
Zhaosu Tianma Airport,CN,Zhaosu,ZWZS,ZFL
Hejing Bayinbuluke Airport,CN,Hejing,ZWHJ,HJB
Qitai Jiangbulake Airport,CN,Qitai,ZWQT,JBK
Chizhou Jiuhuashan Airport,CN,Chizhou,ZSJH,JUH
Langzhong Gucheng Airport,CN,Nanchong (Langzhong),ZULA,LZG
Ninglang Luguhu Airport,CN,Ninglang,ZPNL,NLH
Alxa Right Banner Badanjilin Airport,CN,Badanjilin,ZBAR,RHT
Tumxuk Tangwangcheng Airport,CN,Tumxuk,ZWTS,TWC
Beijing Capital International Airport,CN,Beijing,ZBAA,PEK
Beijing Daxing International Airport,CN,Beijing,ZBAD,PKX
Chengde Puning Airport,CN,Chengde,ZBCD,CDE
Chifeng Yulong Airport,CN,Chifeng,ZBCF,CIF
Changzhi Wangcun Airport,CN,Changzhi,ZBCZ,CIH
Qinhuangdao Beidaihe Airport,CN,Qinhuangdao (Changli),ZBDH,BPE
Ordos Ejin Horo Airport,CN,Ordos,ZBDS,DSN
Datong Yungang Airport,CN,Datong,ZBDT,DAT
Erenhot Saiwusu International Airport,CN,Erenhot,ZBER,ERL
Arxan Yi'ershi Airport,CN,Arxan,ZBES,YIE
Handan Airport,CN,Handan,ZBHD,HDG
Hohhot Baita International Airport,CN,Hohhot,ZBHH,HET
Holingol Huolinhe Airport,CN,Holingol,ZBHZ,HUO
Hulunbuir Hailar Airport,CN,Hailar,ZBLA,HLD
Linfen Yaodu Airport,CN,Linfen (Yaodu),ZBLF,LFQ
Lüliang Dawu Airport,CN,Lüliang,ZBLL,LLV
Manzhouli Xijiao Airport,CN,Manzhouli,ZBMZ,NZH
Baotou Donghe Airport,CN,Baotou,ZBOW,BAV
Shijiazhuang Zhengding International Airport,CN,Shijiazhuang,ZBSJ,SJW
Tangshan Sannühe Airport,CN,Tangshan (Fengrun),ZBSN,TVS
Tianjin Binhai International Airport,CN,Tianjin,ZBTJ,TSN
Tongliao Airport,CN,Tongliao,ZBTL,TGO
Wuhai Airport,CN,Wuhai,ZBUH,WUA
Ulanhot Yilelite Airport,CN,Ulanhot,ZBUL,HLH
Xilinhot Airport,CN,Xilinhot,ZBXH,XIL
Xinzhou Wutaishan Airport,CN,Xinzhou,ZBXZ,WUT
Yuncheng Zhangxiao Airport,CN,Yuncheng (Yanhu),ZBYC,YCU
Taiyuan Wusu International Airport,CN,Taiyuan,ZBYN,TYN
Bayannur Tianjitai Airport,CN,Bavannur,ZBYZ,RLK
Zhangjiakou Ningyuan Airport,CN,Zhangjiakou,ZBZJ,ZQZ
Zhalantun Genghis Khan Airport,CN,Zhalantun,ZBZL,NZL
Beihai Fucheng Airport,CN,Beihai (Yinhai),ZGBH,BHY
Baise (Bose) Bama Airport,CN,Baise (Tianyang),ZGBS,AEB
Changde Taohuayuan Airport,CN,Changde (Dingcheng),ZGCD,CGD
Huaihua Zhijiang Airport,CN,Huaihua,ZGCJ,HJJ
Chenzhou Beihu Airport,CN,Chenzhou,ZGCZ,HCZ
Zhangjiajie Hehua International Airport,CN,Zhangjiajie (Yongding),ZGDY,DYG
Foshan Shadi Airport,CN,Foshan (Nanhai),ZGFS,FUO
Guangzhou Baiyun International Airport,CN,Guangzhou (Huadu),ZGGG,CAN
Changsha Huanghua International Airport,CN,Changsha (Changsha),ZGHA,CSX
Hechi Jinchengjiang Airport,CN,Hechi (Jinchengjiang),ZGHC,HCJ
Hengyang Nanyue Airport,CN,Hengyang,ZGHY,HNY
Huizhou Pingtan Airport,CN,Huizhou (Pingtan),ZGHZ,HUZ
Guilin Liangjiang International Airport,CN,Guilin (Lingui),ZGKL,KWL
Yongzhou Lingling Airport,CN,Yongzhou,ZGLG,LLF
Meizhou Meixian Changgangji International Airport,CN,Meizhou (Meixian),ZGMX,MXZ
Nanning Wuxu Airport,CN,Nanning (Jiangnan),ZGNN,NNG
Jieyang Chaoshan International Airport,CN,Jieyang (Rongcheng),ZGOW,SWA
Zhuhai Jinwan Airport,CN,Zhuhai (Jinwan),ZGSD,ZUH
Shaoyang Wugang Airport,CN,Shaoyang (Wugang),ZGSY,WGN
Shenzhen Bao'an International Airport,CN,Shenzhen (Bao'an),ZGSZ,SZX
Wuzhou Xijiang Airport,CN,Tangbu,ZGWZ,WUZ
Xiangxi Biancheng Airport,CN,Xiangxi,ZGXX,DXJ
Yulin Fumian Airport,CN,Yùlín,ZGYL,YLX
Yueyang Sanhe Airport,CN,Yueyang (Yueyanglou),ZGYY,YYA
Liuzhou Bailian Airport / Bailian Air Base,CN,Liuzhou (Liujiang),ZGZH,LZH
Zhanjiang Wuchuan Airport,CN,Zhanjiang,ZGZJ,ZHA
Zhengzhou Xinzheng International Airport,CN,Zhengzhou,ZHCC,CGO
Ezhou Huahu Airport,CN,Ezhou,ZHEC,EHU
Enshi Xujiaping Airport,CN,Enshi (Enshi),ZHES,ENH
Wuhan Tianhe International Airport,CN,Wuhan (Huangpi),ZHHH,WUH
Jingzhou Shashi Airport,CN,Jingzhou (Shashi),ZHJZ,SHS
Luoyang Beijiao Airport,CN,Luoyang (Laocheng),ZHLY,LYA
Nanyang Jiangying Airport,CN,Nanyang (Wancheng),ZHNY,NNY
Anyang Hongqiqu Airport,CN,Anyang,ZHQQ,HQQ
Shennongjia Hongping Airport,CN,Shennongjia (Hongping),ZHSN,HPG
Shiyan Wudangshan Airport,CN,Shiyan (Maojian),ZHSY,WDS
Xiangyang Liuji Airport,CN,Xiangyang (Xiangzhou),ZHXF,XFN
Xinyang Minggang Airport,CN,Xinyang,ZHXY,XAI
Yichang Sanxia Airport,CN,Yichang (Xiaoting),ZHYC,YIH
Haikou Meilan International Airport,CN,Haikou (Meilan),ZJHK,HAK
Qionghai Bo'ao Airport,CN,Qionghai (Basuo),ZJQH,BAR
Sanya Phoenix International Airport,CN,Sanya (Tianya),ZJSY,SYX
Ankang Fuqiang Airport,CN,Ankang (Hanbin),ZLAK,AKA
Dunhuang Mogao International Airport,CN,Dunhuang,ZLDH,DNH
Delingha Airport,CN,Delingha,ZLDL,HXD
Golog Maqên Airport,CN,Golog (Maqên),ZLGL,GMQ
Golmud Airport,CN,Golmud,ZLGM,GOQ
Guyuan Liupanshan Airport,CN,Guyuan (Yuanzhou),ZLGY,GYU
Haibei Qilian Airport,CN,Haibei (Qilian),ZLHB,HBQ
Huatugou Airport,CN,Mengnai,ZLHX,HTT
Hanzhong Chenggu Airport,CN,Hanzhong (Chenggu),ZLHZ,HZG
Yinchuan Hedong International Airport,CN,Yinchuan,ZLIC,INC
Jinchang Jinchuan Airport,CN,Jinchang,ZLJC,JIC
Jiayuguan Airport,CN,Jiayuguan,ZLJQ,JGN
Lanzhou Zhongchuan International Airport,CN,Lanzhou (Yongdeng),ZLLL,LHW
Longnan Chengzhou Airport,CN,Longnan (Cheng),ZLLN,LNL
Qingyang Xifeng Airport,CN,Qingyang (Xifeng),ZLQY,IQN
Tianshui Maijishan Airport,CN,Tianshui (Maiji),ZLTS,THQ
Gannan Xiahe Airport,CN,Gannan (Xiahe),ZLXH,GXH
Xining Caojiabao International Airport,CN,Haidong (Huzhu Tu Autonomous County),ZLXN,XNN
Xi'an Xianyang International Airport,CN,Xianyang (Weicheng),ZLXY,XIY
Yan'an Nanniwan Airport,CN,Yan'an (Baota),ZLYA,ENY
Yulin Yuyang Airport,CN,Yulin,ZLYL,UYN
Yushu Batang Airport,CN,Yushu (Batang),ZLYS,YUS
Zhongwei Shapotou Airport,CN,Zhongwei (Shapotou),ZLZW,ZHY
Zhangye Ganzhou Airport,CN,Zhangye (Ganzhou),ZLZY,YZY
Baoshan Yunrui Airport,CN,Baoshan (Longyang),ZPBS,BSD
Cangyuan Washan Airport,CN,Lincang (Cangyuan),ZPCW,CWJ
Dali Fengyi Airport,CN,Dali (Xiaguan),ZPDL,DLU
Diqing Shangri-La Airport,CN,Diqing (Shangri-La),ZPDQ,DIG
Xishuangbanna Gasa International Airport,CN,Jinghong (Gasa),ZPJH,JHG
Lancang Jingmai Airport,CN,Pu'er (Lancang),ZPJM,JMJ
Lincang Boshang Airport,CN,Lincang,ZPLC,LNJ
Lijiang Sanyi International Airport,CN,Lijiang (Gucheng),ZPLJ,LJG
Dehong Mangshi Airport,CN,Dehong (Mangshi),ZPMS,LUM
Kunming Changshui International Airport,CN,Kunming,ZPPP,KMG
Pu'er Simao Airport,CN,Pu'er,ZPSM,SYM
Wenshan Puzhehei Airport,CN,Wenshan,ZPWS,WNH
Zhaotong Airport,CN,Zhaotong (Zhaoyang),ZPZT,ZAT
Xiamen Gaoqi International Airport,CN,Xiamen,ZSAM,XMN
Anqing Tianzhushan Airport / Anqing North Air Base,CN,Anqing,ZSAQ,AQG
Changzhou Benniu International Airport,CN,Changzhou,ZSCG,CZX
Nanchang Changbei International Airport,CN,Nanchang,ZSCN,KHN
Dongying Shengli Airport,CN,Dongying (Kenli),ZSDY,DOY
Fuyang Xiguan Airport,CN,"Yingzhou, Fuyang",ZSFY,FUG
Fuzhou Changle International Airport,CN,Fuzhou (Changle),ZSFZ,FOC
Ganzhou Huangjin Airport,CN,Ganzhou,ZSGZ,KOW
Hangzhou Xiaoshan International Airport,CN,Hangzhou,ZSHC,HGH
Heze Mudan Airport,CN,Heze (Dingtao),ZSHZ,HZA
Jingdezhen Luojia Airport,CN,Jingdezhen,ZSJD,JDZ
Jining Da'an Airport,CN,Jining,ZSJG,JNG
Jiujiang Lushan Airport,CN,Jiujiang,ZSJJ,JIU
Jinan Yaoqiang International Airport,CN,Jinan (Licheng),ZSJN,TNA
Quzhou Airport,CN,Quzhou (Kezheng),ZSJU,JUZ
Lianyungang Huaguoshan International Airport,CN,Lianyungang,ZSLG,LYG
Liancheng Guanzhishan Airport,CN,Longyan (Liancheng),ZSLO,LCX
Taizhou Luqiao Airport,CN,Taizhou (Luqiao),ZSLQ,HYN
Linyi Qiyang Airport,CN,Linyi (Hedong),ZSLY,LYI
Ningbo Lishe International Airport,CN,Ningbo,ZSNB,NGB
Nanjing Lukou International Airport,CN,Nanjing,ZSNJ,NKG
Nantong Xingdong International Airport,CN,Nantong (Tongzhou),ZSNT,NTG
Hefei Xinqiao International Airport,CN,Hefei,ZSOF,HFE
Shanghai Pudong International Airport,CN,Shanghai (Pudong),ZSPD,PVG
Qingdao Jiaodong International Airport,CN,Qingdao (Jiaozhou),ZSQD,TAO
Quanzhou Jinjiang International Airport,CN,Quanzhou,ZSQZ,JJN
Rizhao Shanzihe Airport,CN,Rizhao (Donggang),ZSRZ,RIZ
Huai'an Lianshui International Airport,CN,Huai'an,ZSSH,HIA
Sanming Shaxian Airport,CN,Sanming (Sha),ZSSM,SQJ
Shangrao Sanqingshan Airport,CN,Shangrao (Hengfeng),ZSSR,SQD
Shanghai Hongqiao International Airport,CN,Shanghai (Minhang),ZSSS,SHA
Tunxi International Airport,CN,Huangshan,ZSTX,TXN
Wuhu Xuanzhou Airport,CN,Wuhu,ZSWA,WHA
Weifang Nanyuan Airport,CN,Weifang (Kuiwen),ZSWF,WEF
Weihai Dashuibo Airport,CN,Weihai,ZSWH,WEH
Sunan Shuofang International Airport,CN,Wuxi,ZSWX,WUX
Nanping Wuyishan Airport,CN,Wuyishan,ZSWY,WUS
Wenzhou Longwan International Airport,CN,Wenzhou (Longwan),ZSWZ,WNZ
Xuzhou Guanyin International Airport,CN,Xuzhou,ZSXZ,XUZ
Yangzhou Taizhou Airport,CN,Yangzhou,ZSYA,YTY
Yichun Mingyueshan Airport,CN,Yichun,ZSYC,YIC
Yancheng Nanyang International Airport,CN,Yancheng (Tinghu),ZSYN,YNZ
Yantai Penglai International Airport,CN,Yantai,ZSYT,YNT
Yiwu Airport,CN,Jinhua (Yiwu),ZSYW,YIW
Zhoushan Putuoshan Airport,CN,Zhoushan,ZSZS,HSN
Ngari Gunsa Airport,CN,Shiquanhe,ZUAL,NGQ
